"350 E 67th St, New York, NY 10065, USA","350","E 67th St","New York","NY","US","10065",40.7646397,-73.9587363
"350 W 37th St, New York, NY 10018, USA","350","W 37th St","New York","NY","US","10018",40.7548237,-73.99438549999999
"3507 Broadway, Brooklyn, NY 11207, USA","3507","Broadway","undefined","NY","US","11207",40.67712480000001,-73.9003678
"351 3rd Ave, New York, NY 10010, USA","351","3rd Ave","New York","NY","US","10010",40.740531,-73.98174569999999
"351 E 18th St, New York, NY 10003, USA","351","E 18th St","New York","NY","US","10003",40.73411389999999,-73.9810778
"352 E 20th St, New York, NY 10003, USA","352","E 20th St","New York","NY","US","10003",40.7350772,-73.98033079999999
"353 3rd Ave, New York, NY 10010, USA","353","3rd Ave","New York","NY","US","10010",40.7404969,-73.9816199
"353 E 77th St, New York, NY 10075, USA","353","E 77th St","New York","NY","US","10075",40.7713155,-73.95397659999999
"353 E 78th St, New York, NY 10075, USA","353","E 78th St","New York","NY","US","10075",40.772096,-73.95358399999999
"354 E 81st St, New York, NY 10028, USA","354","E 81st St","New York","NY","US","10028",40.7737182,-73.952264
"355 E 23rd St, New York, NY 10010, USA","355","E 23rd St","New York","NY","US","10010",40.737393,-73.979095
"355 East 86th St, New York, NY 10028, USA","355","East 86th St","New York","NY","US","10028",40.777262,-73.9496997
"356 9th Ave, New York, NY 10001, USA","356","9th Ave","New York","NY","US","10001",40.75107729999999,-73.99781639999999

"356 W 57th St, New York, NY 10019, USA","356","W 57th St","New York","NY","US","10019",40.7675993,-73.9853834
"356 W 57th St, New York, NY 10019, USA","356","W 57th St","New York","NY","US","10019",40.7675993,-73.9853834
"357 68th St, Brooklyn, NY 11220, USA","357","68th St","undefined","NY","US","11220",40.635928,-74.023972
"3570 Broadway, Brooklyn, NY 11207, USA","3570","Broadway","undefined","NY","US","11207",40.677102,-73.90039039999999
"358 E 51st St, Brooklyn, NY 11203, USA","358","E 51st St","undefined","NY","US","11203",40.6530241,-73.92979389999999
"358 W 47th St, New York, NY 10036, USA","358","W 47th St","New York","NY","US","10036",40.7613127,-73.9899748
"359 E 105th St, New York, NY 10029, USA","359","E 105th St","New York","NY","US","10029",40.7892392,-73.9409333
"359 W 45th St, New York, NY 10001, USA","359","W 45th St","New York","NY","US","10001",40.76030189999999,-73.9907769
"360 W 43rd St, New York, NY 10036, USA","360","W 43rd St","New York","NY","US","10036",40.75870209999999,-73.9916327
"3607 Broadway, Brooklyn, NY 11207, USA","3607","Broadway","undefined","NY","US","11207",40.67712480000001,-73.9003678
